DRG Description,IP CHARGE,UNITEDHEALTHCARE ESSENTIAL PLANS 1 - 4
APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,14932.26,
APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,29842.17,
APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,14795.12,
MINOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,,
MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,115141.18,
MINOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,19593.56,
ANAL AND STOMAL PROCEDURES WITH MCC,32120.26,
ANAL AND STOMAL PROCEDURES WITH CC,,
ANAL AND STOMAL PROCEDURES WITHOUT CC/MCC,9672.31,
INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC,67672.14,
INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC,17497.22,
INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,10317.58,
HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC,59179.35,
HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,23108.16,
HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC,21679.29,
OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,59656,
OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC,30204.08,
OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,17701.18,
MAJOR ESOPHAGEAL DISORDERS WITH MCC,28614.34,
MAJOR ESOPHAGEAL DISORDERS WITH CC,24817.64,
MAJOR ESOPHAGEAL DISORDERS WITHOUT CC/MCC,7686,
MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,26714,
MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,18760,
MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT CC/MCC,13504,
DIGESTIVE MALIGNANCY WITH MCC,20780,
DIGESTIVE MALIGNANCY WITH CC,20444,
DIGESTIVE MALIGNANCY WITHOUT CC/MCC,16562,
GASTROINTESTINAL HEMORRHAGE WITH MCC,27456,
GASTROINTESTINAL HEMORRHAGE WITH CC,17388,
GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,10829.66,
COMPLICATED PEPTIC ULCER WITH MCC,25848.05,
COMPLICATED PEPTIC ULCER WITH CC,19214.7,
COMPLICATED PEPTIC ULCER WITHOUT CC/MCC,4878,
UNCOMPLICATED PEPTIC ULCER WITH MCC,,
UNCOMPLICATED PEPTIC ULCER WITHOUT MCC,4755,
INFLAMMATORY BOWEL DISEASE WITH MCC,17271,
INFLAMMATORY BOWEL DISEASE WITH CC,16114,
INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,9551,
GASTROINTESTINAL OBSTRUCTION WITH MCC,27396,
GASTROINTESTINAL OBSTRUCTION WITH CC,13296,
GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,11030,
"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",14824,
"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",9945.5,
OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,21230,
OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,13312.54,
OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,9233,
"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC",46491.46,
"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC",,
"PANCREAS, LIVER AND SHUNT PROCEDURES WITHOUT CC/MCC",24968.62,
BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH MCC,,
BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH CC,,
BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITHOUT CC/MCC,,
CHOLECYSTECTOMY WITH C.D.E. WITH MCC,,
CHOLECYSTECTOMY WITH C.D.E. WITH CC,64449.89,
CHOLECYSTECTOMY WITH C.D.E. WITHOUT CC/MCC,85483.62,
CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,40928.33,
CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,41508.34,
CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITHOUT CC/MCC,40566.98,
LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,31729.59,
LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,25107.4,
LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,20835.5,
HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH MCC,17510.22,
HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH CC,89160.98,
HEPATOBILIARY DIAGNOSTIC PROCEDURES WITHOUT CC/MCC,,
OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,,
OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH CC,,
OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITHOUT CC/MCC,,
CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,28225.06,
CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,12518,
CIRRHOSIS AND ALCOHOLIC HEPATITIS WITHOUT CC/MCC,9034,
MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,34339.3,
MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,17944,
MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITHOUT CC/MCC,,
DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,20033,
DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,12677,
DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,9793,
"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",30167,
"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",11801,
"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC",12939,
DISORDERS OF THE BILIARY TRACT WITH MCC,14163,
DISORDERS OF THE BILIARY TRACT WITH CC,20633,
DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,11074,
COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH MCC,137662.01,
COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,,
COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,,
"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH MCC",,
"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH CC",156935.84,
"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITHOUT CC/MCC",,
SPINAL FUSION EXCEPT CERVICAL WITH MCC,,
SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,156091.89,
BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITH MCC,,
BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITHOUT MCC,70459.09,
WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITH MCC,47364.7,
WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITH CC,63132,
WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,50644.3,
REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,56667.28,
REVISION OF HIP OR KNEE REPLACEMENT WITH CC,18575.02,
REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,,
MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTAL ANKLE REPLACEMENT,72093.88,
MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,34027.3,
CERVICAL SPINAL FUSION WITH MCC,126447.72,
CERVICAL SPINAL FUSION WITH CC,83768.98,
CERVICAL SPINAL FUSION WITHOUT CC/MCC,52235.44,
AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,56454.14,
AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,41677.74,
AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,12800.52,
BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,95925,
BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,43493,
BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC,32012.36,
HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,52562.7,
HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,38299.75,
HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,32045.08,
MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,48977.19,
KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH MCC,52629.5,
KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,179171.06,
KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,25666.78,
KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITH CC/MCC,54815.57,
KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,24444.75,
"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",31677.22,
"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",39348.24,
"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",27281.74,
LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH MCC,,
LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH CC,43669.17,
LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITHOUT CC/MCC,22145.06,
LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITH CC/MCC,,
LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITHOUT CC/MCC,,
SOFT TISSUE PROCEDURES WITH MCC,40156.86,
SOFT TISSUE PROCEDURES WITH CC,39107.1,
SOFT TISSUE PROCEDURES WITHOUT CC/MCC,15914.86,
FOOT PROCEDURES WITH MCC,,
FOOT PROCEDURES WITH CC,39647.09,
FOOT PROCEDURES WITHOUT CC/MCC,45140.36,
MAJOR THUMB OR JOINT PROCEDURES,9473.52,
MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITH CC/MCC,16773.3,
MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITHOUT CC/MCC,,
ARTHROSCOPY,,
"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC",39201.23,
"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC",29163.21,
"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC",20734.4,
"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC",20978.66,
"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITHOUT CC/MCC",10528.08,
OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,73435.73,
OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,42826.65,
OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,25445.01,
BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,,
BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,56419.7,
BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,20414.93,
HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,,
HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,,
FRACTURES OF FEMUR WITH MCC,96646.26,
FRACTURES OF FEMUR WITHOUT MCC,8309.38,
FRACTURES OF HIP AND PELVIS WITH MCC,22303,
FRACTURES OF HIP AND PELVIS WITHOUT MCC,15045,
"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC",,
"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITHOUT CC/MCC",,
OSTEOMYELITIS WITH MCC,26880,
OSTEOMYELITIS WITH CC,59863,
OSTEOMYELITIS WITHOUT CC/MCC,17157,
PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,18247,
PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,15286,
PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/MCC,7765,
CONNECTIVE TISSUE DISORDERS WITH MCC,24697,
CONNECTIVE TISSUE DISORDERS WITH CC,52318,
CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,8222,
SEPTIC ARTHRITIS WITH MCC,,
SEPTIC ARTHRITIS WITH CC,25413,
SEPTIC ARTHRITIS WITHOUT CC/MCC,27129.8,
MEDICAL BACK PROBLEMS WITH MCC,28914,
MEDICAL BACK PROBLEMS WITHOUT MCC,19713.63,
BONE DISEASES AND ARTHROPATHIES WITH MCC,19524,
BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,11227,
SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,22180,
SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,12251,
"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",20013,
"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",12221,
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",43124,
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",19845,
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",27487,
"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",18303,
"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",12256,
OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,23204,
OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,20755,
OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITHOUT CC/MCC,7894,
SKIN DEBRIDEMENT WITH MCC,13193.8,
SKIN DEBRIDEMENT WITH CC,31033.8,
SKIN DEBRIDEMENT WITHOUT CC/MCC,11569.58,
SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH MCC,,
SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,64817.28,
SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,,
SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH MCC,,
SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH CC,,
SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,18339.09,
"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",34845.28,
"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",20269.16,
"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",13895.26,
MASTECTOMY FOR MALIGNANCY WITH CC/MCC,12976.2,
MASTECTOMY FOR MALIGNANCY WITHOUT CC/MCC,12921.74,
"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITH CC/MCC",15726.22,
"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITHOUT CC/MCC",30683.9,
SKIN ULCERS WITH MCC,16539,
SKIN ULCERS WITH CC,24912,
SKIN ULCERS WITHOUT CC/MCC,27280,
MAJOR SKIN DISORDERS WITH MCC,,
MAJOR SKIN DISORDERS WITHOUT MCC,6902,
MALIGNANT BREAST DISORDERS WITH MCC,123162,
MALIGNANT BREAST DISORDERS WITH CC,21549,
MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,,
NON-MALIGNANT BREAST DISORDERS WITH CC/MCC,,
NON-MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,9670,
CELLULITIS WITH MCC,15607,
CELLULITIS WITHOUT MCC,11613,
"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",71809,
"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",13095,
MINOR SKIN DISORDERS WITH MCC,11579,
MINOR SKIN DISORDERS WITHOUT MCC,9738,
ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,,
ADRENAL AND PITUITARY PROCEDURES WITHOUT CC/MCC,,
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",43957.68,
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",51012.62,
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",,
O.R. PROCEDURES FOR OBESITY WITH MCC,,
O.R. PROCEDURES FOR OBESITY WITH CC,,
O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,,
"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",86292.24,
"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",36971.9,
"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",10137.17,
"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH MCC",,
"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH CC",,
"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC",12384.63,
"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",56727,
"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",31744,
"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITHOUT CC/MCC",,
DIABETES WITH MCC,18917,
DIABETES WITH CC,11402,
DIABETES WITHOUT CC/MCC,8518,
"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",14370,
"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",10183,
INBORN AND OTHER DISORDERS OF METABOLISM,6153,
ENDOCRINE DISORDERS WITH MCC,27853,
ENDOCRINE DISORDERS WITH CC,15159,
ENDOCRINE DISORDERS WITHOUT CC/MCC,10745,
KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,,
KIDNEY TRANSPLANT WITH HEMODIALYSIS WITHOUT MCC,,
KIDNEY TRANSPLANT,,
MAJOR BLADDER PROCEDURES WITH MCC,61331.61,
MAJOR BLADDER PROCEDURES WITH CC,,
MAJOR BLADDER PROCEDURES WITHOUT CC/MCC,,
KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,,
KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,,
KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,,
KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,22397.69,
KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,12026.3,
KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,11546.16,
MINOR BLADDER PROCEDURES WITH MCC,22693.48,
MINOR BLADDER PROCEDURES WITH CC,22854.16,
MINOR BLADDER PROCEDURES WITHOUT CC/MCC,48111.66,
PROSTATECTOMY WITH MCC,,
PROSTATECTOMY WITH CC,,
PROSTATECTOMY WITHOUT CC/MCC,,
TRANSURETHRAL PROCEDURES WITH MCC,107997.8,
TRANSURETHRAL PROCEDURES WITH CC,,
TRANSURETHRAL PROCEDURES WITHOUT CC/MCC,10547.24,
URETHRAL PROCEDURES WITH CC/MCC,,
URETHRAL PROCEDURES WITHOUT CC/MCC,,
OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,50111,
OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,54250,
OTHER KIDNEY AND URINARY TRACT PROCEDURES WITHOUT CC/MCC,,
RENAL FAILURE WITH MCC,14388,
RENAL FAILURE WITH CC,13931,
RENAL FAILURE WITHOUT CC/MCC,9515,
KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,,
KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,11473,
KIDNEY AND URINARY TRACT NEOPLASMS WITHOUT CC/MCC,,
KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,19262,
KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,9697.5,
URINARY STONES WITH MCC,,
URINARY STONES WITHOUT MCC,6466,
KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITH MCC,,
KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,8166,
URETHRAL STRICTURE,,
OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,17090,
OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,11747,
OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,16314,
MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,,
MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,,
PENIS PROCEDURES WITH CC/MCC,14594.06,
PENIS PROCEDURES WITHOUT CC/MCC,8150.9,
TESTES PROCEDURES WITH CC/MCC,15508.36,
TESTES PROCEDURES WITHOUT CC/MCC,9264.76,
TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,64345.38,
TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,8594.98,
OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITH CC/MCC,,
OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,,
OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,21281.32,
OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,71378.96,
"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC",,
"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",26559,
"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",,
BENIGN PROSTATIC HYPERTROPHY WITH MCC,9800,
BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,18838,
INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,9175,
INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,8091,
OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,11166.47,
OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,4177,
"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",,
"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC",,
UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,,
UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,,
UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,,
UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,,
UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,109496.71,
UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,,
UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,24582.47,
UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,17617.96,
"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",15525.16,
"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC",10199.18,
"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",,
"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",,
FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,10875.1,
OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,111635,
OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,11849.64,
