IDENTIFIER,DESCRIPTION,CATEGORY OF SERVICE,CHARGE AMOUNT
6136285,"CATH, INF, PER/CENT/MIDLINE",Supply/Implant,$836.35 
6136288,STERILE SUPPLY,Supply/Implant,"$1,681.41 "
6136289,GENERAL SUPPLY,Supply/Implant,"$4,608.00 "
6136290,STERILE SUPPLY,Supply/Implant,$985.60 
6136294,GENERAL SUPPLY,Supply/Implant,$146.94 
6136307,GENERAL SUPPLY,Supply/Implant,"$4,045.18 "
6136317,SUPPLY IMPLANT,Supply/Implant,$133.12 
6136321,STERILE SUPPLY,Supply/Implant,$284.42 
6136326,STERILE SUPPLY,Supply/Implant,"$2,128.90 "
6136340,"INTRO/SHEATH,FIXED,PEEL-AWAY",Supply/Implant,$751.62 
6136383,SUPPLY IMPLANT,Supply/Implant,$186.37 
6136397,EPIFIX 1 SQ CM,Supply/Implant,"$4,012.80 "
6136410,POST CHMBR INTRAOCULAR LENS,Supply/Implant,"$1,907.20 "
6136414,"CATHETER, GUIDING",Supply/Implant,$537.60 
6136418,"CATHETER, GUIDING",Supply/Implant,$537.60 
6136420,"CATHETER, GUIDING",Supply/Implant,$537.60 
6136421,"CATHETER, GUIDING",Supply/Implant,$537.60 
6136424,STERILE SUPPLY,Supply/Implant,$455.81 
6136459,"CATH, DRAINAGE",Supply/Implant,"$3,727.36 "
6136465,STERILE SUPPLY,Supply/Implant,"$2,232.06 "
6136474,SUPPLY IMPLANT,Supply/Implant,"$6,144.00 "
6136478,SUPPLY IMPLANT,Supply/Implant,$342.40 
6136490,STERILE SUPPLY,Supply/Implant,"$6,228.35 "
6136530,"CATHETER, GUIDING",Supply/Implant,"$5,094.40 "
6136531,"STENT, COATED/COV W/DEL SYS",Supply/Implant,"$28,576.00 "
6136534,"AICD, DUAL CHAMBER",Supply/Implant,"$586,045.50 "
6136589,"CATH, INF, PER/CENT/MIDLINE",Supply/Implant,$836.35 
6136590,"CATH, INF, PER/CENT/MIDLINE",Supply/Implant,"$1,280.00 "
6136591,"CATH, INF, PER/CENT/MIDLINE",Supply/Implant,"$1,280.00 "
6136592,"CATH, INF, PER/CENT/MIDLINE",Supply/Implant,"$1,280.00 "
6136594,"CATH, INF, PER/CENT/MIDLINE",Supply/Implant,$836.35 
6136605,STERILE SUPPLY,Supply/Implant,$448.00 
6136612,"CATHETER, GUIDING",Supply/Implant,"$2,304.00 "
6136637,SUPPLY IMPLANT,Supply/Implant,"$31,270.40 "
6136642,GENERAL SUPPLY,Supply/Implant,$511.87 
6136657,"CATH, INTRA ECHOCARDIOGRAPHY",Supply/Implant,"$28,160.00 "
6136661,"CATHETER, GUIDING",Supply/Implant,"$2,304.00 "
6136662,"CATHETER, GUIDING",Supply/Implant,"$2,304.00 "
6136671,SUPPLY IMPLANT,Supply/Implant,$290.05 
6136672,SUPPLY IMPLANT,Supply/Implant,$290.05 
6136673,"CATH, DRAINAGE",Supply/Implant,$848.90 
6136689,STERILE SUPPLY,Supply/Implant,"$1,113.22 "
6136691,STERILE SUPPLY,Supply/Implant,$422.40 
6136695,STERILE SUPPLY,Supply/Implant,"$3,338.50 "
6136704,"CATHETER, GUIDING",Supply/Implant,$537.60 
6136712,"INTRO/SHEATH, NON-LASER",Supply/Implant,"$1,600.00 "
6136718,GENERAL SUPPLY,Supply/Implant,$148.48 
6136730,"CATH, EP, 20 OR MORE ELEC",Supply/Implant,"$3,264.00 "
6136734,"CATH, EP, OTHR THAN COOL-TIP",Supply/Implant,"$12,300.80 "
6136735,STERILE SUPPLY,Supply/Implant,"$3,196.03 "
6136766,SUPPLY IMPLANT,Supply/Implant,"$13,081.60 "
6136773,STERILE SUPPLY,Supply/Implant,$288.00 
6136776,"CYTAL, PER SQUARE CENTIMETER",Supply/Implant,"$24,480.00 "
6136777,MATRISTEM MICROMATRIX 1 MG,Supply/Implant,"$30,501.38 "
6136780,SUPPLY IMPLANT,Supply/Implant,"$18,304.00 "
6136820,"STENT, COATED/COV W/DEL SYS",Supply/Implant,"$41,664.00 "
6136825,GUIDE WIRE,Supply/Implant,"$8,704.00 "
6136844,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$27,520.00 "
6136849,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$308.48 
6136885,SUPPLY IMPLANT,Supply/Implant,"$3,256.58 "
6136891,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$27,520.00 "
6136899,GUIDE WIRE,Supply/Implant,"$1,792.00 "
6136901,"CATHETER, GUIDING",Supply/Implant,"$2,304.00 "
6136925,STERILE SUPPLY,Supply/Implant,$169.22 
6136926,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$2,240.00 "
6136932,SUPPLY IMPLANT,Supply/Implant,"$5,636.74 "
6136937,SUPPLY IMPLANT,Supply/Implant,"$1,502.98 "
6136957,GENERAL SUPPLY,Supply/Implant,"$22,544.64 "
6136960,GENERAL SUPPLY,Supply/Implant,"$22,857.73 "
6136962,GENERAL SUPPLY,Supply/Implant,"$5,875.20 "
6136972,SUPPLY IMPLANT,Supply/Implant,"$8,049.92 "
6137003,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$29,134.08 "
6137006,SUPPLY IMPLANT,Supply/Implant,"$10,624.00 "
6137013,GENERAL SUPPLY,Supply/Implant,$601.60 
6137028,STERILE SUPPLY,Supply/Implant,"$6,123.52 "
6137029,"LEAD, PMKR, OTHER THAN TRANS",Supply/Implant,"$5,120.00 "
6137031,CATH OCCLUSION,Supply/Implant,$640.00 
6137034,GUIDE WIRE,Supply/Implant,"$4,160.00 "
6137038,STERILE SUPPLY,Supply/Implant,$434.94 
6137058,GENERAL SUPPLY,Supply/Implant,$915.07 
6137060,STERILE SUPPLY,Supply/Implant,$129.28 
6137062,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,680.00 "
6137072,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,321.60 "
6137077,SUPPLY IMPLANT,Supply/Implant,"$1,390.59 "
6137083,STERILE SUPPLY,Supply/Implant,$355.20 
6137086,STRATTICE TM PER 1 SQ CM,Supply/Implant,"$281,386.00 "
6137089,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6137125,SUPPLY IMPLANT,Supply/Implant,"$6,992.00 "
6137128,STERILE SUPPLY,Supply/Implant,$532.38 
6137132,CRYOABLATION PROBE,Supply/Implant,"$15,360.00 "
6137135,GENERAL SUPPLY,Supply/Implant,$200.19 
6137156,SUPPLY IMPLANT,Supply/Implant,$864.00 
6137175,STERILE SUPPLY,Supply/Implant,$521.10 
6137185,SUPPLY IMPLANT,Supply/Implant,"$1,181.57 "
6137186,SUPPLY IMPLANT,Supply/Implant,"$1,238.02 "
6137192,GENERAL SUPPLY,Supply/Implant,"$18,240.00 "
6137215,STERILE SUPPLY,Supply/Implant,"$6,528.00 "
6137241,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6137280,STERILE SUPPLY,Supply/Implant,"$3,827.20 "
6137301,STERILE SUPPLY,Supply/Implant,$851.33 
6137317,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6137321,STERILE SUPPLY,Supply/Implant,"$3,520.51 "
6137342,SUPPLY IMPLANT,Supply/Implant,$862.85 
6137343,SUPPLY IMPLANT,Supply/Implant,$203.39 
6137351,"CATHETER, GUIDING",Supply/Implant,$947.20 
6137405,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$27,520.00 "
6137410,SUPPLY IMPLANT,Supply/Implant,"$2,641.92 "
6137412,"CATHETER, GUIDING",Supply/Implant,$537.60 
6137418,"CYTAL, PER SQUARE CENTIMETER",Supply/Implant,"$13,120.00 "
6137480,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6137485,GENERAL SUPPLY,Supply/Implant,"$13,606.91 "
6137486,SUPPLY IMPLANT,Supply/Implant,"$8,279.04 "
6137494,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$31,250.43 "
6137532,GUIDE WIRE,Supply/Implant,$529.92 
6137561,"INTRO/SHEATH, NON-LASER",Supply/Implant,"$12,096.00 "
6137569,SUPPLY IMPLANT,Supply/Implant,"$1,916.80 "
6137590,SUPPLY IMPLANT,Supply/Implant,"$2,467.20 "
6137592,GENERAL SUPPLY,Supply/Implant,$173.31 
6137646,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$14,701.44 "
6137647,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$12,679.68 "
6137653,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6137655,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$19,878.40 "
6137659,"LEAD, NEUROSTIMULATOR",Supply/Implant,"$27,200.00 "
6137663,SUPPLY IMPLANT,Supply/Implant,"$2,368.00 "
6137697,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6137715,SUPPLY IMPLANT,Supply/Implant,"$12,480.00 "
6137716,GENERAL SUPPLY,Supply/Implant,$476.80 
6137752,"CATH, THROMBECTOMY/EMBOLECT",Supply/Implant,"$6,400.00 "
6137809,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$11,520.00 "
6137810,SUPPLY IMPLANT,Supply/Implant,"$11,520.00 "
6137817,GENERAL SUPPLY,Supply/Implant,"$30,720.00 "
6137856,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6137866,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6137868,SUPPLY IMPLANT,Supply/Implant,"$3,184.00 "
6137892,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6137903,"CATH, EP, DIAG/ABL, 3D/VECT",Supply/Implant,"$30,080.00 "
6137904,"INTRO/SHEATH, NON-LASER",Supply/Implant,$761.60 
6137905,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,945.60 "
6137906,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,945.60 "
6137909,STERILE SUPPLY,Supply/Implant,"$1,664.00 "
6137919,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6137928,CATH EP 19 OR FEW ELECTRODES,Supply/Implant,"$1,152.00 "
6137930,SUPPLY IMPLANT,Supply/Implant,"$6,387.20 "
6137932,"STENT, COATED/COV W/DEL SYS",Supply/Implant,"$66,585.60 "
6137937,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$13,248.00 "
6137945,SUPPLY IMPLANT,Supply/Implant,$282.62 
6137955,GENERAL SUPPLY,Supply/Implant,"$22,857.73 "
6137960,STERILE SUPPLY,Supply/Implant,$567.17 
6137986,GENERAL SUPPLY,Supply/Implant,"$1,267.20 "
6138004,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6138011,"CLOSURE DEV, VASC",Supply/Implant,"$2,852.86 "
6138012,GENERAL SUPPLY,Supply/Implant,"$1,113.86 "
6138015,"INTRO/SHEATH,FIXED,PEEL-AWAY",Supply/Implant,"$1,242.88 "
6138019,"INTRO/SHEATH,FIXED,PEEL-AWAY",Supply/Implant,$761.60 
6138066,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$31,795.20 "
6138082,STERILE SUPPLY,Supply/Implant,$188.80 
6138085,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,683.97 "
6138101,SUPPLY IMPLANT,Supply/Implant,"$7,872.51 "
6138102,GENERAL SUPPLY,Supply/Implant,$131.07 
6138119,GENERAL SUPPLY,Supply/Implant,"$2,644.61 "
6138134,SUPPLY IMPLANT,Supply/Implant,$203.01 
6138176,SUPPLY IMPLANT,Supply/Implant,$332.80 
6138183,SUPPLY IMPLANT,Supply/Implant,$280.45 
6138241,SUPPLY IMPLANT,Supply/Implant,"$2,457.60 "
6138242,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$308.48 
6138244,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$308.48 
6138281,SUPPLY IMPLANT,Supply/Implant,$293.76 
6138283,SUPPLY IMPLANT,Supply/Implant,"$5,120.00 "
6138288,GENERAL SUPPLY,Supply/Implant,"$6,720.00 "
6138293,"CATHETER, GUIDING",Supply/Implant,$537.60 
6138314,SUPPLY IMPLANT,Supply/Implant,$530.69 
6138315,SUPPLY IMPLANT,Supply/Implant,$175.48 
6138320,SUPPLY IMPLANT,Supply/Implant,"$7,680.00 "
6138332,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$12,608.00 "
6138338,GENERAL SUPPLY,Supply/Implant,"$4,518.40 "
6138353,GENERAL SUPPLY,Supply/Implant,$387.84 
6138361,"CATH, EP, OTHR THAN COOL-TIP",Supply/Implant,"$1,280.00 "
6138364,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6138365,SUPPLY IMPLANT,Supply/Implant,"$4,153.73 "
6138366,SUPPLY IMPLANT,Supply/Implant,"$12,736.00 "
6138378,"CATHETER, GUIDING",Supply/Implant,$537.60 
6138380,"CATHETER, GUIDING",Supply/Implant,$537.60 
6138381,SUPPLY IMPLANT,Supply/Implant,$537.60 
6138383,SUPPLY IMPLANT,Supply/Implant,$537.60 
6138386,"CATHETER, GUIDING",Supply/Implant,$537.60 
6138396,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,423.23 "
6138440,SUPPLY IMPLANT,Supply/Implant,"$2,628.61 "
6138469,MESH (IMPLANTABLE),Supply/Implant,"$56,851.20 "
6138474,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$550.40 
6138489,"TISSUE MARKER, IMPLANTABLE",Supply/Implant,"$1,984.00 "
6138492,"CATHETER, GUIDING",Supply/Implant,$537.60 
6138495,GUIDE WIRE,Supply/Implant,"$1,920.00 "
6138500,SUPPLY IMPLANT,Supply/Implant,$161.54 
6138503,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$15,680.00 "
6138507,UNCLASSIFIED BIOLOGICS,Supply/Implant,"$12,729.60 "
6138514,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,616.00 "
6138516,SUPPLY IMPLANT,Supply/Implant,"$1,455.62 "
6138517,STERILE SUPPLY,Supply/Implant,$274.05 
6138518,SUPPLY IMPLANT,Supply/Implant,"$30,758.40 "
6138519,MESH (IMPLANTABLE),Supply/Implant,"$14,489.60 "
6138520,MESH (IMPLANTABLE),Supply/Implant,"$26,530.56 "
6138524,CERV FLEXIBLE NON-ADJUSTABLE,Supply/Implant,$607.23 
6138526,CERV FLEXIBLE NON-ADJUSTABLE,Supply/Implant,$550.40 
6138527,CERV FLEXIBLE NON-ADJUSTABLE,Supply/Implant,$550.40 
6138528,CERV FLEXIBLE NON-ADJUSTABLE,Supply/Implant,$550.40 
6138529,CERV FLEXIBLE NON-ADJUSTABLE,Supply/Implant,$550.40 
6138539,GENERAL SUPPLY,Supply/Implant,"$2,304.00 "
6138542,STERILE SUPPLY,Supply/Implant,$411.52 
6138543,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$12,083.20 "
6138545,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$704.00 
6138546,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$704.00 
6138547,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$704.00 
6138561,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$12,083.20 "
6138565,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$704.00 
6138579,STERILE SUPPLY,Supply/Implant,"$1,253.38 "
6138584,GENERAL SUPPLY,Supply/Implant,"$7,888.77 "
6138590,SUPPLY IMPLANT,Supply/Implant,$256.00 
6138595,GENERAL SUPPLY,Supply/Implant,"$25,600.00 "
6138601,STERILE SUPPLY,Supply/Implant,"$1,280.00 "
6138602,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$704.00 
6138616,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$29,134.08 "
6138617,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$29,134.08 "
6138618,SUPPLY IMPLANT,Supply/Implant,"$8,051.20 "
6138619,STERILE SUPPLY,Supply/Implant,$173.48 
6138627,"CATHETER, GUIDING",Supply/Implant,$448.00 
6138629,"CATH, DRAINAGE",Supply/Implant,$764.67 
6138632,SUPPLY IMPLANT,Supply/Implant,"$1,216.00 "
6138642,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,323.65 "
6138664,SUPPLY IMPLANT,Supply/Implant,"$1,203.20 "
6138679,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$550.40 
6138686,GENERAL SUPPLY,Supply/Implant,$242.56 
6138703,GUIDE WIRE,Supply/Implant,"$2,754.43 "
6138709,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$652.80 
6138714,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,600.00 "
6138758,SUPPLY IMPLANT,Supply/Implant,"$16,640.00 "
6138760,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6138773,STERILE SUPPLY,Supply/Implant,"$4,928.00 "
6138818,SUPPLY IMPLANT,Supply/Implant,"$15,360.00 "
6138819,SUPPLY IMPLANT,Supply/Implant,"$32,691.20 "
6138820,SUPPLY IMPLANT,Supply/Implant,"$15,360.00 "
6138845,WIRELESS PRESSURE SENSOR,Supply/Implant,"$194,250.00 "
6138848,"CATHETER, GUIDING",Supply/Implant,"$4,816.64 "
6138859,SUPPLY IMPLANT,Supply/Implant,"$1,945.60 "
6138864,"CATH, INTRA ECHOCARDIOGRAPHY",Supply/Implant,"$33,920.00 "
6138884,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$32,691.20 "
6138885,SUPPLY IMPLANT,Supply/Implant,"$15,360.00 "
6138935,SUPPLY IMPLANT,Supply/Implant,"$45,798.40 "
6138936,SUPPLY IMPLANT,Supply/Implant,"$15,360.00 "
6138937,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$34,982.40 "
6138938,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$4,915.20 "
6138939,SUPPLY IMPLANT,Supply/Implant,"$48,998.40 "
6138952,GENERAL SUPPLY,Supply/Implant,$742.40 
6138953,GENERAL SUPPLY,Supply/Implant,$371.20 
6138954,GENERAL SUPPLY,Supply/Implant,"$1,792.00 "
6138969,"CATHETER, GUIDING",Supply/Implant,$537.60 
6138982,STERILE SUPPLY,Supply/Implant,$621.70 
6138983,"TISSUE MARKER, IMPLANTABLE",Supply/Implant,"$2,784.00 "
6138995,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$19,660.80 "
6139023,SUPPLY IMPLANT,Supply/Implant,"$2,954.50 "
6139024,SUPPLY IMPLANT,Supply/Implant,"$3,292.16 "
6139025,"STENT, NON-COR, TEM W/DEL SY",Supply/Implant,"$2,954.50 "
6139026,"STENT, NON-COR, TEM W/DEL SY",Supply/Implant,"$2,954.50 "
6139037,SUPPLY IMPLANT,Supply/Implant,"$4,111.36 "
6139046,STERILE SUPPLY,Supply/Implant,"$9,600.00 "
6139065,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,368.00 "
6139067,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$889.34 
6139077,GENERAL SUPPLY,Supply/Implant,"$9,145.22 "
6139092,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,294.72 "
6139173,GENERAL SUPPLY,Supply/Implant,$716.54 
6139174,GENERAL SUPPLY,Supply/Implant,$716.54 
6139193,SUPPLY IMPLANT,Supply/Implant,"$1,671.17 "
6139204,SUPPLY IMPLANT,Supply/Implant,"$1,947.65 "
6139205,GENERAL SUPPLY,Supply/Implant,"$2,134.40 "
6139207,GUIDE WIRE,Supply/Implant,"$2,134.40 "
6139223,SUPPLY IMPLANT,Supply/Implant,"$10,569.60 "
6139240,STERILE SUPPLY,Supply/Implant,$512.00 
6139243,SUPPLY IMPLANT,Supply/Implant,"$2,483.20 "
6139252,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,368.00 "
6139254,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,201.60 "
6139270,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$308.48 
6139273,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$308.48 
6139312,STERILE SUPPLY,Supply/Implant,$194.30 
6139313,SUPPLY IMPLANT,Supply/Implant,"$2,547.20 "
6139315,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$25,528.32 "
6139320,STERILE SUPPLY,Supply/Implant,$215.01 
6139323,STERILE SUPPLY,Supply/Implant,$281.60 
6139329,SUPPLY IMPLANT,Supply/Implant,"$1,363.71 "
6139332,STERILE SUPPLY,Supply/Implant,$371.20 
6139339,STERILE SUPPLY,Supply/Implant,$222.46 
6139351,"PORT, INDWELLING, IMP",Supply/Implant,"$9,483.26 "
6139356,SUPPLY IMPLANT,Supply/Implant,"$6,528.00 "
6139358,SUPPLY IMPLANT,Supply/Implant,"$5,754.11 "
6139370,SUPPLY IMPLANT,Supply/Implant,"$1,357.95 "
6139417,STERILE SUPPLY,Supply/Implant,$972.80 
6139436,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$12,595.20 "
6139447,GENERAL SUPPLY,Supply/Implant,"$14,976.00 "
6139454,STERILE SUPPLY,Supply/Implant,$588.80 
6139469,ALLODERM SKIN SUB,Supply/Implant,"$113,599.50 "
6139473,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,827.20 "
6139529,SUPPLY IMPLANT,Supply/Implant,$193.54 
6139602,GENERAL SUPPLY,Supply/Implant,"$1,326.34 "
6139604,SUPPLY IMPLANT,Supply/Implant,"$25,254.40 "
6139610,SUPPLY IMPLANT,Supply/Implant,$666.24 
6139620,STERILE SUPPLY,Supply/Implant,$230.40 
6139630,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6139631,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6139632,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6139633,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6139637,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,423.23 "
6139645,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6139689,SUPPLY IMPLANT,Supply/Implant,"$55,296.00 "
6139690,SUPPLY IMPLANT,Supply/Implant,"$55,296.00 "
6139694,SUPPLY IMPLANT,Supply/Implant,"$2,240.00 "
6139696,GENERAL SUPPLY,Supply/Implant,$366.72 
6139699,SUPPLY IMPLANT,Supply/Implant,"$4,413.82 "
6139715,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6139716,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6139717,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6139718,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6139723,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,670.72 "
6139744,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6139752,"STENT, NON-COR, TEM W/O DEL",Supply/Implant,"$16,427.52 "
6139754,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$18,560.00 "
6139760,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$37,056.00 "
6139768,SUPPLY IMPLANT,Supply/Implant,"$1,024.00 "
6139770,SUPPLY IMPLANT,Supply/Implant,"$7,040.00 "
6139787,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$6,566.40 "
6139791,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139792,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6139794,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$1,408.00 "
6139796,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6139798,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$15,440.00 "
6139799,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$6,566.40 "
6139800,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6139801,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139802,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$15,440.00 "
6139809,STERILE SUPPLY,Supply/Implant,"$3,017.86 "
6139818,GENERAL SUPPLY,Supply/Implant,"$8,512.00 "
6139819,GENERAL SUPPLY,Supply/Implant,"$3,648.00 "
6139823,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6139824,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139825,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$15,440.00 "
6139826,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$6,566.40 "
6139828,"GASTRO/JEJUNO TUBE, STD",Supply/Implant,"$1,299.20 "
6139831,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6139833,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6139834,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$15,440.00 "
6139837,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6139838,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$15,440.00 "
6139839,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139840,SUPPLY IMPLANT,Supply/Implant,$649.98 
6139842,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139843,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$37,056.00 "
6139844,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139847,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6139851,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$15,440.00 "
6139853,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$37,056.00 "
6139854,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,408.00 "
6139858,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,408.00 "
6139869,SUPPLY IMPLANT,Supply/Implant,$739.20 
6139877,"STENT, NON-COR, TEM W/O DEL",Supply/Implant,"$16,427.52 "
6139886,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$12,698.88 "
6139887,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6139888,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139889,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$15,440.00 "
6139890,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$37,056.00 "
6139891,SUPPLY IMPLANT,Supply/Implant,"$23,078.40 "
6139893,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139894,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$15,440.00 "
6139896,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$37,056.00 "
6139898,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$18,560.00 "
6139899,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139908,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139922,SUPPLY IMPLANT,Supply/Implant,$640.00 
